#{"t_start": 1784893584.981098, "env_id": "None"}
r,l,t
118.102002,363,168.134348
18.760608,361,168.259339
118.102002,363,168.38462
18.760608,361,168.565576
18.760608,361,168.690714
18.420991,358,168.81462
17.15267,336,168.984502
17.15267,336,169.109947
18.40536,352,169.250166
17.924732,350,169.446354
118.102002,363,169.573292
18.760608,361,169.712112
18.420991,358,169.885554
118.102002,363,170.011299
18.760608,361,170.18329
18.420991,358,170.308801
18.760608,361,170.433102
17.924732,350,170.601833
18.420991,358,171.935677
17.924732,350,172.058513
18.760608,361,172.230684
118.102002,363,172.35699
18.420991,358,172.481088
17.924732,350,172.650779
18.420991,358,172.77711
18.420991,358,172.908502
118.102002,363,173.112217
118.102002,363,173.243569
118.102002,363,173.369699
18.760608,361,173.542684
18.420991,358,173.667765
118.102002,363,173.793148
18.760608,361,173.96492
118.102002,363,174.091399
118.102002,363,174.263526
118.102002,363,174.390058
118.102002,363,174.515942
17.924732,350,174.684971
18.420991,358,174.810948
18.760608,361,174.935804
18.760608,361,175.107099
17.924732,350,175.229877
17.924732,350,175.351803
17.15267,336,175.515389
18.760608,361,175.644654
18.420991,358,175.776704
18.760608,361,175.960494
18.420991,358,176.085673
17.15267,336,176.201825
18.40536,352,176.371731
18.760608,361,176.497033
18.420991,358,176.620994
18.420991,358,176.79237
18.420991,358,176.917068
17.924732,350,177.038301
17.15267,336,177.20179
118.102002,363,177.327625
18.760608,361,177.452129
118.102002,363,177.624999
18.420991,358,177.749296
118.102002,363,177.937275
17.924732,350,178.060511
18.760608,361,178.191366
18.760608,361,178.403191
18.40536,352,178.548949
17.15267,336,178.665172
18.760608,361,178.83856
18.760608,361,178.963271
18.760608,361,179.087196
118.102002,363,179.268556
118.102002,363,179.394518
118.102002,363,179.519897
18.760608,361,179.693862
18.760608,361,179.818651
18.760608,361,181.130674
118.102002,363,181.304173
18.420991,358,181.429108
118.102002,363,181.602446
18.760608,361,181.727614
118.102002,363,181.854197
18.40536,352,182.022551
118.102002,363,182.147985
12.436382,252,182.233209
18.420991,358,182.404129
118.102002,363,182.52993
118.102002,363,182.655199
118.102002,363,182.828787
15.597335,307,182.934401
118.102002,363,183.059876
17.924732,350,183.245807
18.420991,358,183.369713
18.420991,358,183.49347
17.924732,350,183.662846
17.924732,350,183.786767
18.420991,358,183.917127
118.102002,363,184.098922
18.760608,361,184.22984
118.102002,363,184.373946
18.420991,358,184.547136
118.102002,363,184.674348
18.420991,358,184.799992
18.760608,361,184.987822
18.760608,361,185.112746
18.420991,358,185.236532
118.102002,363,185.410373
18.420991,358,185.535365
118.102002,363,185.707403
118.102002,363,185.837004
118.102002,363,185.972807
18.760608,361,186.186471
118.102002,363,186.313159
118.102002,363,186.439432
118.102002,363,186.627771
18.40536,352,186.749025
17.755907,337,186.86428
18.760608,361,187.036209
118.102002,363,187.161649
17.755907,337,187.277444
18.760608,361,187.449643
16.915316,318,187.558827
18.40536,352,187.679723
18.420991,358,187.861581
18.40536,352,187.994058
17.924732,350,188.133773
18.420991,358,188.306349
18.760608,361,188.44577
17.755907,337,188.562219
18.760608,361,188.733756
18.420991,358,188.85783
18.760608,361,188.982427
18.40536,352,190.329101
18.760608,361,190.493178
18.420991,358,190.668843
18.40536,352,190.791627
17.755907,337,190.906783
17.924732,350,191.075072
18.760608,361,191.201376
18.40536,352,191.322894
18.40536,352,191.491095
17.755907,337,191.60752
118.102002,363,191.733158
17.924732,350,191.901412
17.755907,337,192.017837
18.420991,358,192.14267
118.102002,363,192.315279
118.102002,363,192.440851
118.102002,363,192.566907
118.102002,363,192.73972
18.420991,358,192.863434
18.760608,361,193.003329
18.760608,361,193.174644
18.760608,361,193.29997
18.760608,361,193.424465
18.760608,361,193.595481
17.924732,350,193.719167
18.40536,352,193.891059
118.102002,363,194.024365
18.40536,352,194.154623
18.40536,352,194.332562
18.760608,361,194.458369
118.102002,363,194.584274
18.420991,358,194.772695
118.102002,363,194.898905
118.102002,363,195.024808
18.40536,352,195.194069
18.760608,361,195.319094
18.420991,358,195.442787
118.102002,363,195.622351
118.102002,363,195.768075
18.420991,358,195.902977
118.102002,363,196.077744
17.924732,350,196.19991
17.924732,350,196.32097
18.420991,358,196.492483
18.420991,358,196.630747
118.102002,363,196.802783
18.420991,358,196.927281
118.102002,363,197.052384
118.102002,363,197.225785
118.102002,363,197.353953
18.760608,361,197.486087
18.760608,361,197.704249
18.760608,361,197.829436
18.40536,352,197.951536
18.760608,361,198.141093
118.102002,363,198.266716
118.102002,363,199.605109
18.420991,358,199.80206
16.347271,321,199.915139
18.420991,358,200.040296
118.102002,363,200.213958
118.102002,363,200.339818
18.760608,361,200.464064
18.420991,358,200.653047
18.760608,361,200.777912
18.420991,358,200.949511
18.420991,358,201.074161
18.420991,358,201.198584
17.924732,350,201.374836
118.102002,363,201.508931
118.102002,363,201.649193
18.760608,361,201.831176
18.420991,358,201.95575
18.420991,358,202.079909
118.102002,363,202.254037
17.15267,336,202.385888
118.102002,363,202.511727
118.102002,363,202.684635
118.102002,363,202.810496
18.420991,358,202.935036
18.760608,361,203.106225
18.420991,358,203.229903
17.15267,336,203.345646
118.102002,363,203.529616
18.760608,361,203.666673
18.760608,361,203.852284
118.102002,363,203.978731
18.420991,358,204.112469
18.420991,358,204.291141
18.420991,358,204.415934
18.760608,361,204.540114
18.420991,358,204.713272
18.420991,358,204.838497
118.102002,363,204.964277
18.420991,358,205.146195
118.102002,363,205.280963
18.420991,358,205.422744
18.760608,361,205.595608
17.924732,350,205.718274
118.102002,363,205.843518
18.420991,358,206.030251
17.924732,350,206.152302
18.760608,361,206.276528
18.420991,358,206.44886
18.40536,352,206.570009
118.102002,363,206.743185
118.102002,363,206.868677
118.102002,363,206.993903
18.420991,358,207.167876
118.102002,363,207.30809
18.420991,358,207.447935
118.102002,363,207.638214
18.420991,358,208.994739
18.420991,358,209.138184
118.102002,363,209.319876
18.760608,361,209.445175
118.102002,363,209.571546
18.760608,361,209.746319
18.420991,358,209.870648
18.420991,358,209.995629
18.420991,358,210.183398
118.102002,363,210.309853
118.102002,363,210.434915
17.924732,350,210.604343
18.40536,352,210.725379
18.760608,361,210.896411
118.102002,363,211.022256
18.420991,358,211.146484
18.420991,358,211.325531
118.102002,363,211.453
118.102002,363,211.578537
118.102002,363,211.757972
18.420991,358,211.893806
18.420991,358,212.031386
118.102002,363,212.22577
18.420991,358,212.35086
118.102002,363,212.476107
18.760608,361,212.649016
18.420991,358,212.773682
118.102002,363,212.898688
118.102002,363,213.072282
18.420991,358,213.196135
118.102002,363,213.37423
118.102002,363,213.508322
18.420991,358,213.644824
118.102002,363,213.832249
18.40536,352,213.967728
18.40536,352,214.089047
18.420991,358,214.260029
18.420991,358,214.384752
18.760608,361,214.509273
17.924732,350,214.679137
18.420991,358,214.803437
18.760608,361,214.928521
18.760608,361,215.102975
17.924732,350,215.228044
18.760608,361,215.35267
18.420991,358,215.524406
18.420991,358,215.647954
18.40536,352,215.769465
118.102002,363,215.944229
18.420991,358,216.068302
17.755907,337,216.184937
118.102002,363,216.361331
18.760608,361,216.497231
18.760608,361,216.668606
18.420991,358,216.792686
18.760608,361,218.123435
18.40536,352,218.305763
17.755907,337,218.4326
18.420991,358,218.561063
18.40536,352,218.746753
18.420991,358,218.87129
18.420991,358,218.994705
18.420991,358,219.166686
18.420991,358,219.290751
18.420991,358,219.414241
118.102002,363,219.58794
18.420991,358,219.712871
118.102002,363,219.838088
118.102002,363,220.011582
118.102002,363,220.136857
118.102002,363,220.262577
17.924732,350,220.432888
118.102002,363,220.558058
118.102002,363,220.731531
118.102002,363,220.857177
118.102002,363,220.982569
18.420991,358,221.174496
118.102002,363,221.300065
18.760608,361,221.424426
18.420991,358,221.596218
18.420991,358,221.720297
18.420991,358,221.844632
18.760608,361,222.017333
18.760608,361,222.141483
17.924732,350,222.263969
118.102002,363,222.466496
18.40536,352,222.604384
18.760608,361,222.735305
18.760608,361,222.90913
118.102002,363,223.049153
18.420991,358,223.220538
18.760608,361,223.345856
18.40536,352,223.466889
118.102002,363,223.639118
118.102002,363,223.765534
118.102002,363,223.890583
118.102002,363,224.067904
18.760608,361,224.199078
18.420991,358,224.346411
18.420991,358,224.521623
118.102002,363,224.648087
18.760608,361,224.773733
118.102002,363,224.96472
18.760608,361,225.089318
18.760608,361,225.21382
118.102002,363,225.388442
18.420991,358,225.512393
18.760608,361,225.637174
18.760608,361,225.80958
118.102002,363,225.935055
18.420991,358,226.107077
18.420991,358,227.440511
18.420991,358,227.565043
18.420991,358,227.753373
118.102002,363,227.87973
118.102002,363,228.005496
118.102002,363,228.179151
118.102002,363,228.305421
118.102002,363,228.430808
118.102002,363,228.60453
118.102002,363,228.730432
18.40536,352,228.851722
118.102002,363,229.025177
118.102002,363,229.150545
18.420991,358,229.274204
118.102002,363,229.459148
118.102002,363,229.592454
18.760608,361,229.804079
18.760608,361,229.932373
18.760608,361,230.057973
118.102002,363,230.231213
17.755907,337,230.34726
118.102002,363,230.472861
18.40536,352,230.642595
118.102002,363,230.768395
118.102002,363,230.893794
118.102002,363,231.074162
118.102002,363,231.208384
18.420991,358,231.355018
18.420991,358,231.53359
18.760608,361,231.674218
118.102002,363,231.799682
18.760608,361,231.972384
18.760608,361,232.097033
118.102002,363,232.270578
18.760608,361,232.395723
18.760608,361,232.520362
118.102002,363,232.694048
18.760608,361,232.819066
18.760608,361,232.943427
18.760608,361,233.12369
18.760608,361,233.255521
18.40536,352,233.391033
118.102002,363,233.590941
118.102002,363,233.718001
18.760608,361,233.844661
18.760608,361,234.017337
118.102002,363,234.143002
118.102002,363,234.26903
118.102002,363,234.442107
118.102002,363,234.567402
18.420991,358,234.740077
18.420991,358,234.864255
118.102002,363,234.989489
118.102002,363,235.1691
18.40536,352,235.297825
18.760608,361,235.446763
18.420991,358,236.828938
118.102002,363,236.955072
118.102002,363,237.080443
118.102002,363,237.254733
118.102002,363,237.380478
18.760608,361,237.519311
18.420991,358,237.69235
18.40536,352,237.813683
18.420991,358,237.937525
118.102002,363,238.112131
118.102002,363,238.23768
118.102002,363,238.362845
118.102002,363,238.536426
18.760608,361,238.660921
17.924732,350,238.83094
118.102002,363,238.956966
17.15267,336,239.07345
18.420991,358,239.245655
118.102002,363,239.371533
118.102002,363,239.497098
18.760608,361,239.677432
18.420991,358,239.820934
18.420991,358,239.974297
18.760608,361,240.148383
118.102002,363,240.275149
118.102002,363,240.400708
118.102002,363,240.573745
17.924732,350,240.696396
118.102002,363,240.822141
118.102002,363,240.995058
118.102002,363,241.121486
118.102002,363,241.302572
118.102002,363,241.443301
118.102002,363,241.610278
18.760608,361,241.786008
118.102002,363,241.913391
118.102002,363,242.038698
17.924732,350,242.208586
118.102002,363,242.334299
18.420991,358,242.458014
18.40536,352,242.627347
18.760608,361,242.752144
118.102002,363,242.877247
118.102002,363,243.051044
118.102002,363,243.178769
17.924732,350,243.300608
18.420991,358,243.473554
118.102002,363,243.617336
118.102002,363,243.743681
17.924732,350,243.914171
118.102002,363,244.044322
118.102002,363,244.224146
17.924732,350,244.34602
18.760608,361,244.471622
18.760608,361,244.644125
118.102002,363,245.985975
18.420991,358,246.122504
118.102002,363,246.304673
18.420991,358,246.429959
118.102002,363,246.556083
118.102002,363,246.730716
118.102002,363,246.857018
118.102002,363,246.982917
118.102002,363,247.156324
118.102002,363,247.282206
118.102002,363,247.408039
17.15267,336,247.572166
18.760608,361,247.69671
18.420991,358,247.886337
18.760608,361,248.011551
118.102002,363,248.137103
118.102002,363,248.310957
18.760608,361,248.435484
18.420991,358,248.559503
18.420991,358,248.73177
18.420991,358,248.855713
118.102002,363,248.981111
18.760608,361,249.154668
18.760608,361,249.279168
17.924732,350,249.40097
118.102002,363,249.610985
118.102002,363,249.749898
18.760608,361,249.882628
18.420991,358,250.057859
18.760608,361,250.183257
118.102002,363,250.308979
118.102002,363,250.483622
18.420991,358,250.608047
118.102002,363,250.781807
18.40536,352,250.904223
118.102002,363,251.030376
118.102002,363,251.204459
18.420991,358,251.330436
118.102002,363,251.469399
18.760608,361,251.69014
118.102002,363,251.828983
18.760608,361,251.954447
118.102002,363,252.129311
118.102002,363,252.25648
118.102002,363,252.382663
18.760608,361,252.554449
118.102002,363,252.68104
18.420991,358,252.805452
18.40536,352,252.974757
118.102002,363,253.10155
18.760608,361,253.273316
18.760608,361,253.397834
18.420991,358,253.522296
118.102002,363,253.694454
118.102002,363,253.820271
18.420991,358,253.945415
18.760608,361,255.362089
18.760608,361,255.489232
118.102002,363,255.615698
18.760608,361,255.790399
118.102002,363,255.916729
17.924732,350,256.038267
118.102002,363,256.226751
18.760608,361,256.351203
18.420991,358,256.47636
118.102002,363,256.649581
118.102002,363,256.774921
18.760608,361,256.952531
118.102002,363,257.084247
18.420991,358,257.217552
118.102002,363,257.404744
118.102002,363,257.531608
118.102002,363,257.657732
118.102002,363,257.831063
18.760608,361,257.95655
18.760608,361,258.081203
18.760608,361,258.25347
18.420991,358,258.378786
18.760608,361,258.503601
118.102002,363,258.676344
118.102002,363,258.80358
118.102002,363,258.929337
118.102002,363,259.10408
118.102002,363,259.229547
18.420991,358,259.407223
118.102002,363,259.544771
118.102002,363,259.685575
18.760608,361,259.887197
118.102002,363,260.014444
118.102002,363,260.140393
18.760608,361,260.313397
18.420991,358,260.437823
18.420991,358,260.562035
118.102002,363,260.736612
18.760608,361,260.861391
118.102002,363,260.986941
118.102002,363,261.161049
18.760608,361,261.285573
18.420991,358,261.409504
118.102002,363,261.583478
18.420991,358,261.707449
118.102002,363,261.880845
118.102002,363,262.006802
18.420991,358,262.131207
118.102002,363,262.305192
118.102002,363,262.430705
18.760608,361,262.555
118.102002,363,262.728766
118.102002,363,262.854595
118.102002,363,262.980107
118.102002,363,263.15967
18.760608,361,264.534599
118.102002,363,264.661432
118.102002,363,264.836585
18.760608,361,264.961908
18.760608,361,265.088768
118.102002,363,265.263174
118.102002,363,265.389498
118.102002,363,265.563824
18.760608,361,265.689167
18.760608,361,265.813948
18.420991,358,265.986648
118.102002,363,266.112301
118.102002,363,266.238256
18.420991,358,266.410969
18.420991,358,266.5353
18.760608,361,266.659706
18.760608,361,266.832622
18.760608,361,266.957162
18.420991,358,267.082199
118.102002,363,267.259735
18.760608,361,267.384332
18.760608,361,267.509249
118.102002,363,267.683461
118.102002,363,267.80845
18.760608,361,267.985421
18.760608,361,268.118387
118.102002,363,268.260728
118.102002,363,268.471643
18.420991,358,268.59711
18.420991,358,268.721363
118.102002,363,268.895392
18.420991,358,269.019621
18.760608,361,269.144798
18.760608,361,269.317811
18.760608,361,269.442507
18.760608,361,269.567932
118.102002,363,269.750701
